ts,ts_iso,topic,device_type,device_id,voltage,current_signed,current,power_signed,power,direction,ip,raw_payload
1771244408210,2026-02-16T18:20:08,battery/data,,,,,,,,,,"{""uptime_ms"":3639060,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244413216,2026-02-16T18:20:13,battery/data,,,,,,,,,,"{""uptime_ms"":3644061,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244418217,2026-02-16T18:20:18,battery/data,,,,,,,,,,"{""uptime_ms"":3649062,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244423215,2026-02-16T18:20:23,battery/data,,,,,,,,,,"{""uptime_ms"":3654063,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244428216,2026-02-16T18:20:28,battery/data,,,,,,,,,,"{""uptime_ms"":3659064,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244433218,2026-02-16T18:20:33,battery/data,,,,,,,,,,"{""uptime_ms"":3664065,""bus_V"":3.848,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244438220,2026-02-16T18:20:38,battery/data,,,,,,,,,,"{""uptime_ms"":3669066,""bus_V"":3.848,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244443218,2026-02-16T18:20:43,battery/data,,,,,,,,,,"{""uptime_ms"":3674067,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244448225,2026-02-16T18:20:48,battery/data,,,,,,,,,,"{""uptime_ms"":3679068,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244453220,2026-02-16T18:20:53,battery/data,,,,,,,,,,"{""uptime_ms"":3684069,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244458226,2026-02-16T18:20:58,battery/data,,,,,,,,,,"{""uptime_ms"":3689070,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244463224,2026-02-16T18:21:03,battery/data,,,,,,,,,,"{""uptime_ms"":3694071,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244468226,2026-02-16T18:21:08,battery/data,,,,,,,,,,"{""uptime_ms"":3699072,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244473229,2026-02-16T18:21:13,battery/data,,,,,,,,,,"{""uptime_ms"":3704073,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244478228,2026-02-16T18:21:18,battery/data,,,,,,,,,,"{""uptime_ms"":3709074,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244483229,2026-02-16T18:21:23,battery/data,,,,,,,,,,"{""uptime_ms"":3714075,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244488229,2026-02-16T18:21:28,battery/data,,,,,,,,,,"{""uptime_ms"":3719076,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244493231,2026-02-16T18:21:33,battery/data,,,,,,,,,,"{""uptime_ms"":3724077,""bus_V"":3.848,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244498235,2026-02-16T18:21:38,battery/data,,,,,,,,,,"{""uptime_ms"":3729078,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244503234,2026-02-16T18:21:43,battery/data,,,,,,,,,,"{""uptime_ms"":3734079,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244508228,2026-02-16T18:21:48,battery/data,,,,,,,,,,"{""uptime_ms"":3739080,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244513241,2026-02-16T18:21:53,battery/data,,,,,,,,,,"{""uptime_ms"":3744081,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244518235,2026-02-16T18:21:58,battery/data,,,,,,,,,,"{""uptime_ms"":3749082,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244523235,2026-02-16T18:22:03,battery/data,,,,,,,,,,"{""uptime_ms"":3754083,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244528235,2026-02-16T18:22:08,battery/data,,,,,,,,,,"{""uptime_ms"":3759084,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244533272,2026-02-16T18:22:13,battery/data,,,,,,,,,,"{""uptime_ms"":3764085,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244538234,2026-02-16T18:22:18,battery/data,,,,,,,,,,"{""uptime_ms"":3769086,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244543240,2026-02-16T18:22:23,battery/data,,,,,,,,,,"{""uptime_ms"":3774087,""bus_V"":3.848,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244548237,2026-02-16T18:22:28,battery/data,,,,,,,,,,"{""uptime_ms"":3779088,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244553283,2026-02-16T18:22:33,battery/data,,,,,,,,,,"{""uptime_ms"":3784089,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244558241,2026-02-16T18:22:38,battery/data,,,,,,,,,,"{""uptime_ms"":3789090,""bus_V"":3.856,""shunt_mV"":0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244563244,2026-02-16T18:22:43,battery/data,,,,,,,,,,"{""uptime_ms"":3794091,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244568251,2026-02-16T18:22:48,battery/data,,,,,,,,,,"{""uptime_ms"":3799092,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244573247,2026-02-16T18:22:53,battery/data,,,,,,,,,,"{""uptime_ms"":3804093,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244578248,2026-02-16T18:22:58,battery/data,,,,,,,,,,"{""uptime_ms"":3809094,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244583248,2026-02-16T18:23:03,battery/data,,,,,,,,,,"{""uptime_ms"":3814095,""bus_V"":3.848,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244588248,2026-02-16T18:23:08,battery/data,,,,,,,,,,"{""uptime_ms"":3819096,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244593247,2026-02-16T18:23:13,battery/data,,,,,,,,,,"{""uptime_ms"":3824097,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244598252,2026-02-16T18:23:18,battery/data,,,,,,,,,,"{""uptime_ms"":3829098,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244603250,2026-02-16T18:23:23,battery/data,,,,,,,,,,"{""uptime_ms"":3834099,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244608250,2026-02-16T18:23:28,battery/data,,,,,,,,,,"{""uptime_ms"":3839100,""bus_V"":3.852,""shunt_mV"":-0.040,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244613253,2026-02-16T18:23:33,battery/data,,,,,,,,,,"{""uptime_ms"":3844101,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244618242,2026-02-16T18:23:38,battery/data,,,,,,,,,,"{""uptime_ms"":3849102,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244623256,2026-02-16T18:23:43,battery/data,,,,,,,,,,"{""uptime_ms"":3854103,""bus_V"":3.848,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244628245,2026-02-16T18:23:48,battery/data,,,,,,,,,,"{""uptime_ms"":3859104,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244633249,2026-02-16T18:23:53,battery/data,,,,,,,,,,"{""uptime_ms"":3864105,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244638247,2026-02-16T18:23:58,battery/data,,,,,,,,,,"{""uptime_ms"":3869106,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244643249,2026-02-16T18:24:03,battery/data,,,,,,,,,,"{""uptime_ms"":3874107,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244648255,2026-02-16T18:24:08,battery/data,,,,,,,,,,"{""uptime_ms"":3879108,""bus_V"":3.848,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244653264,2026-02-16T18:24:13,battery/data,,,,,,,,,,"{""uptime_ms"":3884109,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244658262,2026-02-16T18:24:18,battery/data,,,,,,,,,,"{""uptime_ms"":3889110,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244663259,2026-02-16T18:24:23,battery/data,,,,,,,,,,"{""uptime_ms"":3894111,""bus_V"":3.848,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244668252,2026-02-16T18:24:28,battery/data,,,,,,,,,,"{""uptime_ms"":3899112,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244673269,2026-02-16T18:24:33,battery/data,,,,,,,,,,"{""uptime_ms"":3904113,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244678264,2026-02-16T18:24:38,battery/data,,,,,,,,,,"{""uptime_ms"":3909114,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244683258,2026-02-16T18:24:43,battery/data,,,,,,,,,,"{""uptime_ms"":3914115,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244688270,2026-02-16T18:24:48,battery/data,,,,,,,,,,"{""uptime_ms"":3919116,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244693269,2026-02-16T18:24:53,battery/data,,,,,,,,,,"{""uptime_ms"":3924117,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244698271,2026-02-16T18:24:58,battery/data,,,,,,,,,,"{""uptime_ms"":3929118,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244703269,2026-02-16T18:25:03,battery/data,,,,,,,,,,"{""uptime_ms"":3934119,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244708268,2026-02-16T18:25:08,battery/data,,,,,,,,,,"{""uptime_ms"":3939120,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244713266,2026-02-16T18:25:13,battery/data,,,,,,,,,,"{""uptime_ms"":3944121,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244718270,2026-02-16T18:25:18,battery/data,,,,,,,,,,"{""uptime_ms"":3949122,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244723269,2026-02-16T18:25:23,battery/data,,,,,,,,,,"{""uptime_ms"":3954123,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244728273,2026-02-16T18:25:28,battery/data,,,,,,,,,,"{""uptime_ms"":3959124,""bus_V"":3.848,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244733277,2026-02-16T18:25:33,battery/data,,,,,,,,,,"{""uptime_ms"":3964125,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244738264,2026-02-16T18:25:38,battery/data,,,,,,,,,,"{""uptime_ms"":3969126,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244743276,2026-02-16T18:25:43,battery/data,,,,,,,,,,"{""uptime_ms"":3974127,""bus_V"":3.848,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244748275,2026-02-16T18:25:48,battery/data,,,,,,,,,,"{""uptime_ms"":3979128,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244753267,2026-02-16T18:25:53,battery/data,,,,,,,,,,"{""uptime_ms"":3984129,""bus_V"":3.848,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244758273,2026-02-16T18:25:58,battery/data,,,,,,,,,,"{""uptime_ms"":3989130,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244763285,2026-02-16T18:26:03,battery/data,,,,,,,,,,"{""uptime_ms"":3994131,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244768282,2026-02-16T18:26:08,battery/data,,,,,,,,,,"{""uptime_ms"":3999132,""bus_V"":3.848,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244773286,2026-02-16T18:26:13,battery/data,,,,,,,,,,"{""uptime_ms"":4004133,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244778279,2026-02-16T18:26:18,battery/data,,,,,,,,,,"{""uptime_ms"":4009134,""bus_V"":3.852,""shunt_mV"":-0.040,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244783290,2026-02-16T18:26:23,battery/data,,,,,,,,,,"{""uptime_ms"":4014135,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244788283,2026-02-16T18:26:28,battery/data,,,,,,,,,,"{""uptime_ms"":4019136,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244793289,2026-02-16T18:26:33,battery/data,,,,,,,,,,"{""uptime_ms"":4024137,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244798285,2026-02-16T18:26:38,battery/data,,,,,,,,,,"{""uptime_ms"":4029138,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244803289,2026-02-16T18:26:43,battery/data,,,,,,,,,,"{""uptime_ms"":4034139,""bus_V"":3.848,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244808295,2026-02-16T18:26:48,battery/data,,,,,,,,,,"{""uptime_ms"":4039140,""bus_V"":3.848,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244813289,2026-02-16T18:26:53,battery/data,,,,,,,,,,"{""uptime_ms"":4044141,""bus_V"":3.852,""shunt_mV"":-0.050,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244818301,2026-02-16T18:26:58,battery/data,,,,,,,,,,"{""uptime_ms"":4049142,""bus_V"":3.852,""shunt_mV"":-0.040,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244823296,2026-02-16T18:27:03,battery/data,,,,,,,,,,"{""uptime_ms"":4054143,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244828288,2026-02-16T18:27:08,battery/data,,,,,,,,,,"{""uptime_ms"":4059144,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244833296,2026-02-16T18:27:13,battery/data,,,,,,,,,,"{""uptime_ms"":4064145,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244838303,2026-02-16T18:27:18,battery/data,,,,,,,,,,"{""uptime_ms"":4069146,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244843303,2026-02-16T18:27:23,battery/data,,,,,,,,,,"{""uptime_ms"":4074147,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244848295,2026-02-16T18:27:28,battery/data,,,,,,,,,,"{""uptime_ms"":4079148,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244853296,2026-02-16T18:27:33,battery/data,,,,,,,,,,"{""uptime_ms"":4084149,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244858296,2026-02-16T18:27:38,battery/data,,,,,,,,,,"{""uptime_ms"":4089150,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244863311,2026-02-16T18:27:43,battery/data,,,,,,,,,,"{""uptime_ms"":4094151,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244868303,2026-02-16T18:27:48,battery/data,,,,,,,,,,"{""uptime_ms"":4099152,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244873316,2026-02-16T18:27:53,battery/data,,,,,,,,,,"{""uptime_ms"":4104153,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244878310,2026-02-16T18:27:58,battery/data,,,,,,,,,,"{""uptime_ms"":4109154,""bus_V"":3.852,""shunt_mV"":0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244883303,2026-02-16T18:28:03,battery/data,,,,,,,,,,"{""uptime_ms"":4114155,""bus_V"":3.848,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244888310,2026-02-16T18:28:08,battery/data,,,,,,,,,,"{""uptime_ms"":4119156,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244893303,2026-02-16T18:28:13,battery/data,,,,,,,,,,"{""uptime_ms"":4124157,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244898303,2026-02-16T18:28:18,battery/data,,,,,,,,,,"{""uptime_ms"":4129158,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244903310,2026-02-16T18:28:23,battery/data,,,,,,,,,,"{""uptime_ms"":4134159,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244908310,2026-02-16T18:28:28,battery/data,,,,,,,,,,"{""uptime_ms"":4139160,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244913310,2026-02-16T18:28:33,battery/data,,,,,,,,,,"{""uptime_ms"":4144161,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244918310,2026-02-16T18:28:38,battery/data,,,,,,,,,,"{""uptime_ms"":4149162,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244923310,2026-02-16T18:28:43,battery/data,,,,,,,,,,"{""uptime_ms"":4154163,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244928323,2026-02-16T18:28:48,battery/data,,,,,,,,,,"{""uptime_ms"":4159164,""bus_V"":3.848,""shunt_mV"":0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244933317,2026-02-16T18:28:53,battery/data,,,,,,,,,,"{""uptime_ms"":4164165,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244938317,2026-02-16T18:28:58,battery/data,,,,,,,,,,"{""uptime_ms"":4169166,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244943317,2026-02-16T18:29:03,battery/data,,,,,,,,,,"{""uptime_ms"":4174167,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244948323,2026-02-16T18:29:08,battery/data,,,,,,,,,,"{""uptime_ms"":4179168,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244953317,2026-02-16T18:29:13,battery/data,,,,,,,,,,"{""uptime_ms"":4184169,""bus_V"":3.852,""shunt_mV"":-0.040,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244963323,2026-02-16T18:29:23,battery/data,,,,,,,,,,"{""uptime_ms"":4189170,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244963324,2026-02-16T18:29:23,battery/data,,,,,,,,,,"{""uptime_ms"":4194171,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244968324,2026-02-16T18:29:28,battery/data,,,,,,,,,,"{""uptime_ms"":4199172,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244973318,2026-02-16T18:29:33,battery/data,,,,,,,,,,"{""uptime_ms"":4204173,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244978324,2026-02-16T18:29:38,battery/data,,,,,,,,,,"{""uptime_ms"":4209174,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244983324,2026-02-16T18:29:43,battery/data,,,,,,,,,,"{""uptime_ms"":4214175,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244988324,2026-02-16T18:29:48,battery/data,,,,,,,,,,"{""uptime_ms"":4219176,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
