ts,ts_iso,topic,device_type,device_id,voltage,current_signed,current,power_signed,power,direction,ip,raw_payload
1771243828098,2026-02-16T18:10:28,battery/data,,,,,,,,,,"{""uptime_ms"":3058944,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243833200,2026-02-16T18:10:33,battery/data,,,,,,,,,,"{""uptime_ms"":3063945,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243838099,2026-02-16T18:10:38,battery/data,,,,,,,,,,"{""uptime_ms"":3068946,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243843131,2026-02-16T18:10:43,battery/data,,,,,,,,,,"{""uptime_ms"":3073947,""bus_V"":3.848,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243848096,2026-02-16T18:10:48,battery/data,,,,,,,,,,"{""uptime_ms"":3078948,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243853111,2026-02-16T18:10:53,battery/data,,,,,,,,,,"{""uptime_ms"":3083949,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243858104,2026-02-16T18:10:58,battery/data,,,,,,,,,,"{""uptime_ms"":3088950,""bus_V"":3.852,""shunt_mV"":0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243863103,2026-02-16T18:11:03,battery/data,,,,,,,,,,"{""uptime_ms"":3093951,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243868108,2026-02-16T18:11:08,battery/data,,,,,,,,,,"{""uptime_ms"":3098952,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243873107,2026-02-16T18:11:13,battery/data,,,,,,,,,,"{""uptime_ms"":3103953,""bus_V"":3.848,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243878110,2026-02-16T18:11:18,battery/data,,,,,,,,,,"{""uptime_ms"":3108954,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243883110,2026-02-16T18:11:23,battery/data,,,,,,,,,,"{""uptime_ms"":3113955,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243888109,2026-02-16T18:11:28,battery/data,,,,,,,,,,"{""uptime_ms"":3118956,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243893110,2026-02-16T18:11:33,battery/data,,,,,,,,,,"{""uptime_ms"":3123957,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243898112,2026-02-16T18:11:38,battery/data,,,,,,,,,,"{""uptime_ms"":3128958,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243903116,2026-02-16T18:11:43,battery/data,,,,,,,,,,"{""uptime_ms"":3133959,""bus_V"":3.852,""shunt_mV"":-0.040,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243908115,2026-02-16T18:11:48,battery/data,,,,,,,,,,"{""uptime_ms"":3138960,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243913116,2026-02-16T18:11:53,battery/data,,,,,,,,,,"{""uptime_ms"":3143961,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243918103,2026-02-16T18:11:58,battery/data,,,,,,,,,,"{""uptime_ms"":3148962,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243923119,2026-02-16T18:12:03,battery/data,,,,,,,,,,"{""uptime_ms"":3153963,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243928118,2026-02-16T18:12:08,battery/data,,,,,,,,,,"{""uptime_ms"":3158964,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243933124,2026-02-16T18:12:13,battery/data,,,,,,,,,,"{""uptime_ms"":3163965,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243938124,2026-02-16T18:12:18,battery/data,,,,,,,,,,"{""uptime_ms"":3168966,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243943119,2026-02-16T18:12:23,battery/data,,,,,,,,,,"{""uptime_ms"":3173967,""bus_V"":3.848,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243948124,2026-02-16T18:12:28,battery/data,,,,,,,,,,"{""uptime_ms"":3178968,""bus_V"":3.856,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243953117,2026-02-16T18:12:33,battery/data,,,,,,,,,,"{""uptime_ms"":3183969,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243958123,2026-02-16T18:12:38,battery/data,,,,,,,,,,"{""uptime_ms"":3188970,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243963126,2026-02-16T18:12:43,battery/data,,,,,,,,,,"{""uptime_ms"":3193971,""bus_V"":3.852,""shunt_mV"":0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243968130,2026-02-16T18:12:48,battery/data,,,,,,,,,,"{""uptime_ms"":3198972,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243973130,2026-02-16T18:12:53,battery/data,,,,,,,,,,"{""uptime_ms"":3203973,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243978248,2026-02-16T18:12:58,battery/data,,,,,,,,,,"{""uptime_ms"":3208974,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243983126,2026-02-16T18:13:03,battery/data,,,,,,,,,,"{""uptime_ms"":3213975,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243988128,2026-02-16T18:13:08,battery/data,,,,,,,,,,"{""uptime_ms"":3218976,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243993131,2026-02-16T18:13:13,battery/data,,,,,,,,,,"{""uptime_ms"":3223977,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771243998132,2026-02-16T18:13:18,battery/data,,,,,,,,,,"{""uptime_ms"":3228978,""bus_V"":3.852,""shunt_mV"":-0.040,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244003134,2026-02-16T18:13:23,battery/data,,,,,,,,,,"{""uptime_ms"":3233979,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244008136,2026-02-16T18:13:28,battery/data,,,,,,,,,,"{""uptime_ms"":3238980,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244013133,2026-02-16T18:13:33,battery/data,,,,,,,,,,"{""uptime_ms"":3243981,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244018135,2026-02-16T18:13:38,battery/data,,,,,,,,,,"{""uptime_ms"":3248982,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244023137,2026-02-16T18:13:43,battery/data,,,,,,,,,,"{""uptime_ms"":3253983,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244028139,2026-02-16T18:13:48,battery/data,,,,,,,,,,"{""uptime_ms"":3258984,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244033144,2026-02-16T18:13:53,battery/data,,,,,,,,,,"{""uptime_ms"":3263985,""bus_V"":3.852,""shunt_mV"":-0.040,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244038150,2026-02-16T18:13:58,battery/data,,,,,,,,,,"{""uptime_ms"":3268986,""bus_V"":3.852,""shunt_mV"":0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244043151,2026-02-16T18:14:03,battery/data,,,,,,,,,,"{""uptime_ms"":3273987,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244048145,2026-02-16T18:14:08,battery/data,,,,,,,,,,"{""uptime_ms"":3278988,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244053150,2026-02-16T18:14:13,battery/data,,,,,,,,,,"{""uptime_ms"":3283989,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244058154,2026-02-16T18:14:18,battery/data,,,,,,,,,,"{""uptime_ms"":3288990,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244063152,2026-02-16T18:14:23,battery/data,,,,,,,,,,"{""uptime_ms"":3293991,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244068154,2026-02-16T18:14:28,battery/data,,,,,,,,,,"{""uptime_ms"":3298992,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244073155,2026-02-16T18:14:33,battery/data,,,,,,,,,,"{""uptime_ms"":3303993,""bus_V"":3.848,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244078151,2026-02-16T18:14:38,battery/data,,,,,,,,,,"{""uptime_ms"":3308994,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244083181,2026-02-16T18:14:43,battery/data,,,,,,,,,,"{""uptime_ms"":3313995,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244088160,2026-02-16T18:14:48,battery/data,,,,,,,,,,"{""uptime_ms"":3318996,""bus_V"":3.856,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244093158,2026-02-16T18:14:53,battery/data,,,,,,,,,,"{""uptime_ms"":3323997,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244098195,2026-02-16T18:14:58,battery/data,,,,,,,,,,"{""uptime_ms"":3328998,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244103160,2026-02-16T18:15:03,battery/data,,,,,,,,,,"{""uptime_ms"":3333999,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244108160,2026-02-16T18:15:08,battery/data,,,,,,,,,,"{""uptime_ms"":3339000,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244113161,2026-02-16T18:15:13,battery/data,,,,,,,,,,"{""uptime_ms"":3344001,""bus_V"":3.856,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244118165,2026-02-16T18:15:18,battery/data,,,,,,,,,,"{""uptime_ms"":3349002,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244123170,2026-02-16T18:15:23,battery/data,,,,,,,,,,"{""uptime_ms"":3354003,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244128166,2026-02-16T18:15:28,battery/data,,,,,,,,,,"{""uptime_ms"":3359004,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244133165,2026-02-16T18:15:33,battery/data,,,,,,,,,,"{""uptime_ms"":3364005,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244138172,2026-02-16T18:15:38,battery/data,,,,,,,,,,"{""uptime_ms"":3369006,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244143168,2026-02-16T18:15:43,battery/data,,,,,,,,,,"{""uptime_ms"":3374007,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244148173,2026-02-16T18:15:48,battery/data,,,,,,,,,,"{""uptime_ms"":3379008,""bus_V"":3.848,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244153178,2026-02-16T18:15:53,battery/data,,,,,,,,,,"{""uptime_ms"":3384009,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244158170,2026-02-16T18:15:58,battery/data,,,,,,,,,,"{""uptime_ms"":3389010,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244163171,2026-02-16T18:16:03,battery/data,,,,,,,,,,"{""uptime_ms"":3394011,""bus_V"":3.856,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244168175,2026-02-16T18:16:08,battery/data,,,,,,,,,,"{""uptime_ms"":3399012,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244173174,2026-02-16T18:16:13,battery/data,,,,,,,,,,"{""uptime_ms"":3404013,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244178176,2026-02-16T18:16:18,battery/data,,,,,,,,,,"{""uptime_ms"":3409014,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244183177,2026-02-16T18:16:23,battery/data,,,,,,,,,,"{""uptime_ms"":3414015,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.004,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244188181,2026-02-16T18:16:28,battery/data,,,,,,,,,,"{""uptime_ms"":3419016,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244193184,2026-02-16T18:16:33,battery/data,,,,,,,,,,"{""uptime_ms"":3424017,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244198182,2026-02-16T18:16:38,battery/data,,,,,,,,,,"{""uptime_ms"":3429018,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244203181,2026-02-16T18:16:43,battery/data,,,,,,,,,,"{""uptime_ms"":3434019,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244208186,2026-02-16T18:16:48,battery/data,,,,,,,,,,"{""uptime_ms"":3439020,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244213193,2026-02-16T18:16:53,battery/data,,,,,,,,,,"{""uptime_ms"":3444021,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244218247,2026-02-16T18:16:58,battery/data,,,,,,,,,,"{""uptime_ms"":3449022,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244223188,2026-02-16T18:17:03,battery/data,,,,,,,,,,"{""uptime_ms"":3454023,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244228186,2026-02-16T18:17:08,battery/data,,,,,,,,,,"{""uptime_ms"":3459024,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244233191,2026-02-16T18:17:13,battery/data,,,,,,,,,,"{""uptime_ms"":3464025,""bus_V"":3.856,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244238190,2026-02-16T18:17:18,battery/data,,,,,,,,,,"{""uptime_ms"":3469026,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244243187,2026-02-16T18:17:23,battery/data,,,,,,,,,,"{""uptime_ms"":3474027,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244248190,2026-02-16T18:17:28,battery/data,,,,,,,,,,"{""uptime_ms"":3479028,""bus_V"":3.856,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244253189,2026-02-16T18:17:33,battery/data,,,,,,,,,,"{""uptime_ms"":3484029,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244258196,2026-02-16T18:17:38,battery/data,,,,,,,,,,"{""uptime_ms"":3489030,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244263189,2026-02-16T18:17:43,battery/data,,,,,,,,,,"{""uptime_ms"":3494031,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244268199,2026-02-16T18:17:48,battery/data,,,,,,,,,,"{""uptime_ms"":3499032,""bus_V"":3.848,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244273190,2026-02-16T18:17:53,battery/data,,,,,,,,,,"{""uptime_ms"":3504033,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244278199,2026-02-16T18:17:58,battery/data,,,,,,,,,,"{""uptime_ms"":3509034,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244283197,2026-02-16T18:18:03,battery/data,,,,,,,,,,"{""uptime_ms"":3514035,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244288195,2026-02-16T18:18:08,battery/data,,,,,,,,,,"{""uptime_ms"":3519036,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244293199,2026-02-16T18:18:13,battery/data,,,,,,,,,,"{""uptime_ms"":3524037,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244298200,2026-02-16T18:18:18,battery/data,,,,,,,,,,"{""uptime_ms"":3529038,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244303199,2026-02-16T18:18:23,battery/data,,,,,,,,,,"{""uptime_ms"":3534039,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244308207,2026-02-16T18:18:28,battery/data,,,,,,,,,,"{""uptime_ms"":3539040,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244313207,2026-02-16T18:18:33,battery/data,,,,,,,,,,"{""uptime_ms"":3544041,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244318206,2026-02-16T18:18:38,battery/data,,,,,,,,,,"{""uptime_ms"":3549042,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244323207,2026-02-16T18:18:43,battery/data,,,,,,,,,,"{""uptime_ms"":3554043,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244328208,2026-02-16T18:18:48,battery/data,,,,,,,,,,"{""uptime_ms"":3559044,""bus_V"":3.852,""shunt_mV"":0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244333206,2026-02-16T18:18:53,battery/data,,,,,,,,,,"{""uptime_ms"":3564045,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244338213,2026-02-16T18:18:58,battery/data,,,,,,,,,,"{""uptime_ms"":3569046,""bus_V"":3.852,""shunt_mV"":-0.030,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244343203,2026-02-16T18:19:03,battery/data,,,,,,,,,,"{""uptime_ms"":3574047,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244348204,2026-02-16T18:19:08,battery/data,,,,,,,,,,"{""uptime_ms"":3579048,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244353205,2026-02-16T18:19:13,battery/data,,,,,,,,,,"{""uptime_ms"":3584049,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244358211,2026-02-16T18:19:18,battery/data,,,,,,,,,,"{""uptime_ms"":3589050,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244363210,2026-02-16T18:19:23,battery/data,,,,,,,,,,"{""uptime_ms"":3594051,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244368207,2026-02-16T18:19:28,battery/data,,,,,,,,,,"{""uptime_ms"":3599052,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244373213,2026-02-16T18:19:33,battery/data,,,,,,,,,,"{""uptime_ms"":3604053,""bus_V"":3.852,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244378209,2026-02-16T18:19:38,battery/data,,,,,,,,,,"{""uptime_ms"":3609054,""bus_V"":3.848,""shunt_mV"":-0.010,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244383209,2026-02-16T18:19:43,battery/data,,,,,,,,,,"{""uptime_ms"":3614055,""bus_V"":3.852,""shunt_mV"":0.020,""current_A"":0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244388211,2026-02-16T18:19:48,battery/data,,,,,,,,,,"{""uptime_ms"":3619056,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244393220,2026-02-16T18:19:53,battery/data,,,,,,,,,,"{""uptime_ms"":3624057,""bus_V"":3.852,""shunt_mV"":0.000,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244398213,2026-02-16T18:19:58,battery/data,,,,,,,,,,"{""uptime_ms"":3629058,""bus_V"":3.848,""shunt_mV"":-0.020,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771244403213,2026-02-16T18:20:03,battery/data,,,,,,,,,,"{""uptime_ms"":3634059,""bus_V"":3.852,""shunt_mV"":-0.010,""current_A"":-0.000,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
