ts,ts_iso,topic,device_type,device_id,voltage,shunt_mV,current,power,soc_percent,soh_percent,uptime_ms,raw_payload
1771569926904,2026-02-20T12:45:26,battery/data,battery,esp32_bms,0.024,-0.09,-0.001,,100.0,19.31,75606778,"{""uptime_ms"":75606778,""bus_V"":0.024,""shunt_mV"":-0.090,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569931912,2026-02-20T12:45:31,battery/data,battery,esp32_bms,0.024,-0.05,-0.001,,100.0,19.31,75611779,"{""uptime_ms"":75611779,""bus_V"":0.024,""shunt_mV"":-0.050,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569936907,2026-02-20T12:45:36,battery/data,battery,esp32_bms,0.024,-0.07,-0.001,,100.0,19.31,75616780,"{""uptime_ms"":75616780,""bus_V"":0.024,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569941906,2026-02-20T12:45:41,battery/data,battery,esp32_bms,0.028,-0.07,-0.001,,100.0,19.31,75621781,"{""uptime_ms"":75621781,""bus_V"":0.028,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569946943,2026-02-20T12:45:46,battery/data,battery,esp32_bms,0.028,-0.06,-0.001,,100.0,19.31,75626782,"{""uptime_ms"":75626782,""bus_V"":0.028,""shunt_mV"":-0.060,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569951928,2026-02-20T12:45:51,battery/data,battery,esp32_bms,0.024,-0.05,-0.001,,100.0,19.31,75631783,"{""uptime_ms"":75631783,""bus_V"":0.024,""shunt_mV"":-0.050,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569956909,2026-02-20T12:45:56,battery/data,battery,esp32_bms,0.028,-0.07,-0.001,,100.0,19.31,75636784,"{""uptime_ms"":75636784,""bus_V"":0.028,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569961919,2026-02-20T12:46:01,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75641785,"{""uptime_ms"":75641785,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569966911,2026-02-20T12:46:06,battery/data,battery,esp32_bms,0.024,-0.05,-0.001,,100.0,19.31,75646786,"{""uptime_ms"":75646786,""bus_V"":0.024,""shunt_mV"":-0.050,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569971921,2026-02-20T12:46:11,battery/data,battery,esp32_bms,0.024,-0.1,-0.001,,100.0,19.31,75651787,"{""uptime_ms"":75651787,""bus_V"":0.024,""shunt_mV"":-0.100,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569976915,2026-02-20T12:46:16,battery/data,battery,esp32_bms,0.024,-0.07,-0.001,,100.0,19.31,75656788,"{""uptime_ms"":75656788,""bus_V"":0.024,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569981922,2026-02-20T12:46:21,battery/data,battery,esp32_bms,0.024,-0.07,-0.001,,100.0,19.31,75661789,"{""uptime_ms"":75661789,""bus_V"":0.024,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569986933,2026-02-20T12:46:26,battery/data,battery,esp32_bms,0.028,-0.09,-0.001,,100.0,19.31,75666790,"{""uptime_ms"":75666790,""bus_V"":0.028,""shunt_mV"":-0.090,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569991921,2026-02-20T12:46:31,battery/data,battery,esp32_bms,0.028,-0.09,-0.001,,100.0,19.31,75671791,"{""uptime_ms"":75671791,""bus_V"":0.028,""shunt_mV"":-0.090,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771569996932,2026-02-20T12:46:36,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75676792,"{""uptime_ms"":75676792,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570001938,2026-02-20T12:46:41,battery/data,battery,esp32_bms,0.028,-0.09,-0.001,,100.0,19.31,75681793,"{""uptime_ms"":75681793,""bus_V"":0.028,""shunt_mV"":-0.090,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570006921,2026-02-20T12:46:46,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75686794,"{""uptime_ms"":75686794,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570011929,2026-02-20T12:46:51,battery/data,battery,esp32_bms,0.024,-0.06,-0.001,,100.0,19.31,75691795,"{""uptime_ms"":75691795,""bus_V"":0.024,""shunt_mV"":-0.060,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570016945,2026-02-20T12:46:56,battery/data,battery,esp32_bms,0.024,-0.08,-0.001,,100.0,19.31,75696796,"{""uptime_ms"":75696796,""bus_V"":0.024,""shunt_mV"":-0.080,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
1771570021923,2026-02-20T12:47:01,battery/data,battery,esp32_bms,0.024,-0.07,-0.001,,100.0,19.31,75701797,"{""uptime_ms"":75701797,""bus_V"":0.024,""shunt_mV"":-0.070,""current_A"":-0.001,""power_W"":0.000,""soc_percent"":100.00,""soh_percent"":19.31}"
